Source,Target
Cristiano Marcello,Reza Madadi
Sergio Moraes,Renee Forte
Diego Brandao,Joey Gambino
Luiz Cane,Chris Camozzi
Travis Browne,Antonio Silva
Josh Neer,Justin Edwards
Marcus LeVesseur,Carlo Prater
Aaron Simpson,Mike Pierce
Jake Ellenberger,Jay Hieron
Jacob Volkmann,Shane Roller
Michael Johnson,Danny Castillo
John Dodson,Jussier Formiga
Bart Palaszewski,Diego Nunes
Darren Uyenoyama,Phil Harris
Stefan Struve,Stipe Miocic
Andy Ogle,Akira Corassani
Kyle Kingsbury,Jimi Manuwa
Brad Pickett,Yves Jabouin
Paul Sass,Matt Wiman
Che Mills,Duane Ludwig
Dan Hardy,Amir Sadollah
John Hathaway,John Maguire
Tom Watson,Brad Tavares
DaMarques Johnson,Gunnar Nelson
Jason Young,Robert Peralta
Igor Pokrajac,Vinny Magalhaes
Jon Jones,Vitor Belfort
Sean Pierson,Lance Benoist
Cub Swanson,Charles Oliveira
Joseph Benavidez,Demetrious Johnson
TJ Grant,Evan Dunham
Michael Bisping,Brian Stann
Matt Hamill,Roger Hollett
Jimy Hettes,Marcus Brimage
Seth Baczynski,Simeon Thoresen
Mitch Gagnon,Walel Watson
Kyle Noke,Charlie Brenneman
Justin Lawrence,Max Holloway
Benson Henderson,Frankie Edgar
Dennis Bermudez,Tommy Hayden
Donald Cerrone,Melvin Guillard
Jake Shields,Ed Herman
Ken Stone,Erik Perez
Yushin Okami,Buddy Roberts
Jared Hamman,Michael Kuiper
Nik Lentz,Eiji Mitsuoka
Dustin Pague,Chico Camus
Josh Grispi,Rani Yahya
Philip De Fries,Oli Thompson
Joe Lauzon,Jamie Varner
Lyoto Machida,Ryan Bader
Cole Miller,Nam Phan
Mike Swick,DaMarques Johnson
Mauricio Rua,Brandon Vera
Phil Davis,Wagner Prado
John Moraga,Ulysses Gomez
Manvel Gamburyan,Michihiro Omigawa
Anthony Perosh,Ryan Jimmo
Roland Delorme,Francisco Rivera
Brian Ebersole,James Head
Chris Clements,Matthew Riddle
Court McGee,Nick Ring
Hector Lombard,Tim Boetsch
Cheick Kongo,Shawn Jordan
Urijah Faber,Renan Barao
Antonio Carvalho,Daniel Pineda
Bryan Caraway,Mitch Gagnon
Mitch Clarke,Anton Kuivanen
Damacio Page,Alex Caceres
Aaron Simpson,Kenny Robertson
Chris Cariaso,Josh Ferguson
TJ Dillashaw,Vaughan Lee
James Te Huna,Joey Beltran
Mark Munoz,Chris Weidman
Rafael Dos Anjos,Anthony Njokuani
Karlos Vemola,Francis Carmont
Rafael Natal,Andrew Craig
Marcelo Guimaraes,Dan Stittgen
Raphael Assuncao,Issei Tamura
Chad Mendes,Cody McKenzie
Dong Hyun Kim,Demian Maia
Anderson Silva,Chael Sonnen
Melvin Guillard,Fabricio Camoes
Gleison Tibau,Khabib Nurmagomedov
Ivan Menjivar,Mike Easton
Cung Le,Patrick Cote
Forrest Griffin,Tito Ortiz
Constantinos Philippou,Riki Fukuda
John Alessio,Shane Roller
Rafaello Oliveira,Yoislandy Izquierdo
Cezar Ferreira,Sergio Moraes
Godofredo Pepey,Rony Jason
Wanderlei Silva,Rich Franklin
Fabricio Werdum,Mike Russow
John Teixeira,Hugo Viana
Delson Heleno,Francisco Trinaldo
Iuri Alcantara,Hacran Dias
Anistavio Medeiros,Rodrigo Damm
Marcos Vinicius,Wagner Campos
Thiago Perpetuo,Leonardo Mafra
Felipe Arantes,Milton Vieira
Ross Pearson,Cub Swanson
Brian Ebersole,TJ Waldburger
Hatsu Hioki,Ricardo Lamas
Steven Siler,Joey Gambino
Gray Maynard,Clay Guida
Rick Story,Brock Jardine
Sam Stout,Spencer Fisher
Ramsey Nijem,CJ Keith
Ken Stone,Dustin Pague
Matt Brown,Luis Ramos
Nick Catone,Chris Camozzi
Dan Miller,Ricardo Funch
Erick Silva,Charlie Brenneman
Mike Pyle,Josh Neer
Seth Baczynski,Lance Benoist
Eddie Wineland,Scott Jorgensen
Dustin Pague,Jared Papazian
Demetrious Johnson,Ian McCall
Leonard Garcia,Matt Grice
Mike Pierce,Carlos Eduardo Rocha
Buddy Roberts,Caio Magalhaes
Henry Martinez,Bernardo Magalhaes
Jake Hecht,Sean Pierson
Tim Means,Justin Salas
Jonathan Brookins,Charles Oliveira
Cristiano Marcello,Sam Sicilia
Jake Ellenberger,Martin Kampmann
Max Holloway,Pat Schilling
Justin Lawrence,John Cofer
Michael Chiesa,Al Iaquinta
Daron Cruickshank,Chris Tickle
Myles Jury,Chris Saunders
John Albert,Erik Perez
Joe Proctor,Jeremy Larsen
Stipe Miocic,Shane del Rosario
Cain Velasquez,Antonio Silva
Edson Barboza,Jamie Varner
Jason Miller,CB Dollaway
Stefan Struve,Lavar Johnson
Junior Dos Santos,Frank Mir
Dan Hardy,Duane Ludwig
Roy Nelson,Dave Herman
Diego Brandao,Darren Elkins
Kyle Kingsbury,Glover Teixeira
Jacob Volkmann,Paul Sass
Mike Brown,Daniel Pineda
Cody McKenzie,Marcus LeVesseur
Donald Cerrone,Jeremy Stephens
Yves Jabouin,Jeff Hougland
Amir Sadollah,Jorge Lopez
Jason MacDonald,Tom Lawlor
Igor Pokrajac,Fabio Maldonado
Brad Tavares,Dongi Yang
Chan Sung Jung,Dustin Poirier
TJ Grant,Carlo Prater
Rafael Dos Anjos,Kamal Shalorus
Jeff Curran,Johnny Eduardo
Alex Soto,Francisco Rivera
Rousimar Palhares,Alan Belcher
John Dodson,Tim Elliott
John Hathaway,Pascal Krauss
Tony Ferguson,Michael Johnson
Nate Diaz,Jim Miller
Josh Koscheck,Johny Hendricks
Pat Barry,Lavar Johnson
Louis Gaudinot,John Lineker
Danny Castillo,John Cholish
Mike Massenzio,Karlos Vemola
Dennis Bermudez,Pablo Garza
Roland Delorme,Nick Denis
Travis Browne,Chad Griggs
Matt Brown,Stephen Thompson
Rory MacDonald,Che Mills
Mark Bocek,John Alessio
Jon Jones,Rashad Evans
Mark Hominick,Eddie Yagin
Miguel Torres,Michael McDonald
Brendan Schaub,Ben Rothwell
John Makdessi,Anthony Njokuani
Mac Danzig,Efrain Escudero
Keith Wisniewski,Chris Clements
Marcus Brimage,Maximo Blanco
DaMarques Johnson,John Maguire
Brian Stann,Alessio Sakara
Brad Pickett,Damacio Page
Paulo Thiago,Siyar Bahadurzada
Alexander Gustafsson,Thiago Silva
Papy Abedi,James Head
Dennis Siver,Diego Nunes
Cyrille Diabate,Tom DeBlass
Reza Madadi,Yoislandy Izquierdo
Francis Carmont,Magnus Cedenblad
Jason Young,Eric Wisely
Simeon Thoresen,Besam Yousef
Joseph Benavidez,Yasuhiro Urushitani
Cole Miller,Steven Siler
Anthony Perosh,Nick Penner
Thiago Alves,Martin Kampmann
Demetrious Johnson,Ian McCall
Court McGee,Constantinos Philippou
James Te Huna,Aaron Rosa
Kyle Noke,Andrew Craig
Oli Thompson,Shawn Jordan
TJ Waldburger,Jake Hecht
Mackens Semerzier,Daniel Pineda
Mark Hunt,Cheick Kongo
Frankie Edgar,Benson Henderson
Quinton Jackson,Ryan Bader
Takanori Gomi,Eiji Mitsuoka
Yoshihiro Akiyama,Jake Shields
Anthony Pettis,Joe Lauzon
Hatsu Hioki,Bart Palaszewski
Yushin Okami,Tim Boetsch
Zhang Tiequan,Issei Tamura
Norifumi Yamamoto,Vaughan Lee
Riki Fukuda,Steve Cantwell
Takeya Mizugaki,Chris Cariaso
Jonathan Brookins,Vagner Rocha
TJ Dillashaw,Walel Watson
Anton Kuivanen,Justin Salas
Stipe Miocic,Philip De Fries
Aaron Simpson,Ronny Markes
Ivan Menjivar,John Albert
Stefan Struve,Dave Herman
Diego Sanchez,Jake Ellenberger
Tim Means,Bernardo Magalhaes
Ed Herman,Clifford Starks
Josh Koscheck,Mike Pierce
Renan Barao,Scott Jorgensen
Roy Nelson,Fabricio Werdum
Matt Brown,Chris Cope
Alex Caceres,Edwin Figueroa
Dustin Poirier,Max Holloway
Nick Diaz,Carlos Condit
Dan Stittgen,Stephen Thompson
Rafael Natal,Michael Kuiper
Matthew Riddle,Henry Martinez
Demian Maia,Chris Weidman
Evan Dunham,Nik Lentz
Cub Swanson,George Roop
Mike Russow,Jon Olav Einemo
Rashad Evans,Phil Davis
Michael Johnson,Shane Roller
Charles Oliveira,Eric Wisely
Chael Sonnen,Michael Bisping
Joey Beltran,Lavar Johnson
Chris Camozzi,Dustin Jacoby
Melvin Guillard,Jim Miller
Mike Easton,Jared Papazian
Charlie Brenneman,Daniel Roberts
Duane Ludwig,Josh Neer
Pat Barry,Christian Morecraft
Kamal Shalorus,Khabib Nurmagomedov
Jorge Rivera,Eric Schafer
Fabricio Camoes,Tommy Hayden
Daniel Pineda,Pat Schilling
Joseph Sandoval,Nick Denis
Vitor Belfort,Anthony Johnson
Thiago Tavares,Sam Stout
Gabriel Gonzaga,Ednaldo Oliveira
Jose Aldo,Chad Mendes
Iuri Alcantara,Michihiro Omigawa
Erick Silva,Carlo Prater
Edson Barboza,Terry Etim
Rousimar Palhares,Mike Massenzio
Ricardo Funch,Mike Pyle
Felipe Arantes,Antonio Carvalho
Nate Diaz,Donald Cerrone
Anthony Njokuani,Danny Castillo
Nam Phan,Jimy Hettes
Jon Fitch,Johny Hendricks
Dong Hyun Kim,Sean Pierson
Brock Lesnar,Alistair Overeem
Ross Pearson,Junior Assuncao
Jacob Volkmann,Efrain Escudero
Vladimir Matyushenko,Alexander Gustafsson
Manvel Gamburyan,Diego Nunes
Tito Ortiz,Rogerio Nogueira
Claude Patrick,Brian Ebersole
Jon Jones,Lyoto Machida
Krzysztof Soszynski,Igor Pokrajac
John Makdessi,Dennis Hallman
Jared Hamman,Constantinos Philippou
Mark Hominick,Chan Sung Jung
Frank Mir,Antonio Rodrigo Nogueira
Rich Attonito,Jake Hecht
Mitch Clarke,John Cholish
Mark Bocek,Nik Lentz
Walel Watson,Yves Jabouin
Diego Brandao,Dennis Bermudez
Dustin Pague,John Albert
Roland Delorme,Josh Ferguson
TJ Dillashaw,John Dodson
Tony Ferguson,Yves Edwards
Michael Bisping,Jason Miller
Marcus Brimage,Stephen Bass
Louis Gaudinot,Johnny Bedford
Steven Siler,Josh Clopton
Bryan Caraway,Dustin Neace
Michael McDonald,Alex Soto
Wanderlei Silva,Cung Le
Stephan Bonnar,Kyle Kingsbury
Ryan Bader,Jason Brilz
Urijah Faber,Brian Bowles
Tom Lawlor,Chris Weidman
Rick Story,Martin Kampmann
Mauricio Rua,Dan Henderson
Gleison Tibau,Rafael Dos Anjos
Miguel Torres,Nick Pace
Matt Brown,Seth Baczynski
Danny Castillo,Shamar Bailey
Mackens Semerzier,Robert Peralta
Dustin Poirier,Pablo Garza
Norifumi Yamamoto,Darren Uyenoyama
Alex Caceres,Cole Escovedo
Cub Swanson,Ricardo Lamas
Clay Guida,Benson Henderson
DaMarques Johnson,Clay Harvison
Cain Velasquez,Junior Dos Santos
Aaron Rosa,Matt Lucas
Mike Pierce,Paul Bradley
Thiago Alves,Papy Abedi
Terry Etim,Edward Faaloloto
Cyrille Diabate,Anthony Perosh
Chris Leben,Mark Munoz
Brad Pickett,Renan Barao
Michihiro Omigawa,Jason Young
John Maguire,Justin Edwards
Rob Broughton,Philip De Fries
Chris Cope,Che Mills
Chris Cariaso,Vaughan Lee
Dennis Siver,Donald Cerrone
Hatsu Hioki,George Roop
Tyson Griffin,Bart Palaszewski
Scott Jorgensen,Jeff Curran
BJ Penn,Nick Diaz
Cheick Kongo,Matt Mitrione
Brandon Vera,Eliot Marshall
Mirko Filipovic,Roy Nelson
Dustin Jacoby,Clifford Starks
Ramsey Nijem,Danny Downes
Chris Camozzi,Francis Carmont
Joey Beltran,Stipe Miocic
Melvin Guillard,Joe Lauzon
Demian Maia,Jorge Santiago
Chael Sonnen,Brian Stann
Frankie Edgar,Gray Maynard
Leonard Garcia,Nam Phan
Jose Aldo,Kenny Florian
Anthony Pettis,Jeremy Stephens
Steve Cantwell,Mike Massenzio
Zhang Tiequan,Darren Elkins
Aaron Simpson,Eric Schafer
Pat Barry,Stefan Struve
Dominick Cruz,Demetrious Johnson
Shane Roller,TJ Grant
Michael Johnson,Paul Sass
Matt Wiman,Mac Danzig
Yves Edwards,Rafaello Oliveira
Anthony Johnson,Charlie Brenneman
Mike Easton,Byron Bloodworth
Walel Watson,Joseph Sandoval
Josh Neer,Keith Wisniewski
Matt Hughes,Josh Koscheck
Ben Rothwell,Mark Hunt
Jon Jones,Quinton Jackson
Junior Assuncao,Eddie Yagin
Tony Ferguson,Aaron Riley
Travis Browne,Rob Broughton
Nate Diaz,Takanori Gomi
Nick Ring,Tim Boetsch
James Te Huna,Ricardo Romero
Takeya Mizugaki,Cole Escovedo
Matthew Riddle,Lance Benoist
Court McGee,Dongi Yang
Jake Shields,Jake Ellenberger
Evan Dunham,Shamar Bailey
Jonathan Brookins,Erik Koch
Cody McKenzie,Vagner Rocha
Alan Belcher,Jason MacDonald
Ken Stone,Donny Walker
Clay Harvison,Seth Baczynski
Justin Edwards,Jorge Lopez
Robert Peralta,Mike Lullo
TJ Waldburger,Mike Stumpf
Anderson Silva,Yushin Okami
Antonio Rodrigo Nogueira,Brendan Schaub
Rousimar Palhares,Dan Miller
Ross Pearson,Edson Barboza
Thiago Tavares,Spencer Fisher
Paulo Thiago,David Mitchell
Mauricio Rua,Forrest Griffin
Luiz Cane,Stanislav Nedkov
Erick Silva,Luis Ramos
Yves Jabouin,Ian Loveland
Iuri Alcantara,Felipe Arantes
Raphael Assuncao,Johnny Eduardo
Amir Sadollah,Duane Ludwig
Jim Miller,Benson Henderson
Ed Herman,Kyle Noke
Ronny Markes,Karlos Vemola
CB Dollaway,Jared Hamman
Joseph Benavidez,Eddie Wineland
Dan Hardy,Chris Lytle
Donald Cerrone,Charles Oliveira
Jimy Hettes,Alex Caceres
Jacob Volkmann,Danny Castillo
Cole Miller,TJ O'Brien
Edwin Figueroa,Jason Reinhardt
Ivan Menjivar,Nick Pace
Vitor Belfort,Yoshihiro Akiyama
Dennis Hallman,Brian Ebersole
Jorge Rivera,Constantinos Philippou
Matt Hamill,Alexander Gustafsson
Chad Mendes,Rani Yahya
Rashad Evans,Tito Ortiz
Rory MacDonald,Mike Pyle
Johny Hendricks,Mike Pierce
Rafael Natal,Paul Bradley
Mike Brown,Nam Phan
Melvin Guillard,Shane Roller
Brian Bowles,Takeya Mizugaki
Tito Ortiz,Ryan Bader
Dominick Cruz,Urijah Faber
Carlos Condit,Dong Hyun Kim
Wanderlei Silva,Chris Leben
Dennis Siver,Matt Wiman
George Sotiropoulos,Rafael Dos Anjos
Jeff Hougland,Donny Walker
Brad Tavares,Aaron Simpson
Anthony Njokuani,Andre Winner
Daniel Roberts,Rich Attonito
Cheick Kongo,Pat Barry
Matt Brown,John Howard
Tyson Griffin,Manvel Gamburyan
Joe Lauzon,Curt Warburton
Joe Stevenson,Javier Vazquez
Christian Morecraft,Matt Mitrione
Charlie Brenneman,Rick Story
Nik Lentz,Charles Oliveira
Michael Johnson,Edward Faaloloto
Ricardo Lamas,Matt Grice
Mark Munoz,Demian Maia
Vagner Rocha,Donald Cerrone
Shane Carwin,Junior Dos Santos
Dave Herman,Jon Olav Einemo
Jesse Bongfeldt,Chris Weidman
Mike Massenzio,Krzysztof Soszynski
Yves Edwards,Sam Stout
Kenny Florian,Diego Nunes
Dustin Poirier,Jason Young
Nick Ring,James Head
Joey Beltran,Aaron Rosa
Darren Elkins,Michihiro Omigawa
Ramsey Nijem,Tony Ferguson
Ryan McGillivray,Shamar Bailey
Josh Grispi,George Roop
Fabio Maldonado,Kyle Kingsbury
Clay Guida,Anthony Pettis
Chuck O'Neil,Chris Cope
Danny Downes,Jeremy Stephens
Ed Herman,Tim Credeur
Clay Harvison,Justin Edwards
Scott Jorgensen,Ken Stone
Reuben Duran,Francisco Rivera
Gleison Tibau,Rafaello Oliveira
Stefan Struve,Travis Browne
Brian Stann,Jorge Santiago
Thiago Alves,Rick Story
Miguel Torres,Demetrious Johnson
Quinton Jackson,Matt Hamill
Frank Mir,Roy Nelson
Kendall Grove,Tim Boetsch
Michael McDonald,Chris Cariaso
Cole Escovedo,Renan Barao
Jake Ellenberger,Sean Pierson
Vladimir Matyushenko,Jason Brilz
Mark Bocek,Benson Henderson
Georges St-Pierre,Jake Shields
Jose Aldo,Mark Hominick
Daniel Roberts,Claude Patrick
Lyoto Machida,Randy Couture
Nate Diaz,Rory MacDonald
Yves Jabouin,Pablo Garza
Ivan Menjivar,Charlie Valencia
Jason MacDonald,Ryan Jensen
John Makdessi,Kyle Watson
DaMarques Johnson,Amir Sadollah
Anthony Johnson,Dan Hardy
Chan Sung Jung,Leonard Garcia
John Hathaway,Kris McCray
Alex Caceres,Mackens Semerzier
Jon Madsen,Mike Russow
Michael McDonald,Edwin Figueroa
Phil Davis,Rogerio Nogueira
Johny Hendricks,TJ Waldburger
Mario Miranda,Aaron Simpson
Sean McCorkle,Christian Morecraft
Waylon Lowe,Nik Lentz
Luiz Cane,Eliot Marshall
Urijah Faber,Eddie Wineland
Dan Miller,Nate Marquardt
Jim Miller,Kamal Shalorus
Edson Barboza,Anthony Njokuani
Mauricio Rua,Jon Jones
Mirko Filipovic,Brendan Schaub
Ricardo Almeida,Mike Pyle
Joseph Benavidez,Ian Loveland
Kurt Pellegrino,Gleison Tibau
Erik Koch,Raphael Assuncao
Constantinos Philippou,Nick Catone
Alessio Sakara,Chris Weidman
Joe Stevenson,Danny Castillo
Brian Bowles,Damacio Page
Steve Cantwell,Cyrille Diabate
Diego Sanchez,Martin Kampmann
Thiago Tavares,Shane Roller
Takeya Mizugaki,Reuben Duran
CB Dollaway,Mark Munoz
Rob Kimmons,Dongi Yang
Igor Pokrajac,Todd Brown
David Branch,Rousimar Palhares
Chris Camozzi,Kyle Noke
Brian Ebersole,Chris Lytle
Nick Ring,Riki Fukuda
George Sotiropoulos,Dennis Siver
Alexander Gustafsson,James Te Huna
BJ Penn,Jon Fitch
Michael Bisping,Jorge Rivera
Ross Pearson,Spencer Fisher
Zhang Tiequan,Jason Reinhardt
Tom Blackledge,Anthony Perosh
Maciej Jewtuszko,Curt Warburton
Mark Hunt,Chris Tuchscherer
Jake Ellenberger,Carlos Eduardo Rocha
Norifumi Yamamoto,Demetrious Johnson
Jon Jones,Ryan Bader
Miguel Torres,Antonio Banuelos
Chad Mendes,Michihiro Omigawa
Anderson Silva,Vitor Belfort
Donald Cerrone,Paul Kelly
Forrest Griffin,Rich Franklin
Kyle Kingsbury,Ricardo Romero
Paul Taylor,Gabe Ruediger
Mike Pierce,Kenny Robertson
Cole Miller,Matt Wiman
Pat Barry,Joey Beltran
Matt Mitrione,Tim Hague
Melvin Guillard,Evan Dunham
Mark Hominick,George Roop
Rani Yahya,Mike Brown
DaMarques Johnson,Mike Guymon
Cody McKenzie,Yves Edwards
Waylon Lowe,Willamy Freire
Will Campuzano,Chris Cariaso
Charlie Brenneman,Amilcar Alves
Phil Baroni,Brad Tavares
Jeremy Stephens,Marcus Davis
Brandon Vera,Thiago Silva
Chris Leben,Brian Stann
Dustin Poirier,Josh Grispi
Nate Diaz,Dong Hyun Kim
Clay Guida,Takanori Gomi
Frankie Edgar,Gray Maynard
Mike Brown,Diego Nunes
Daniel Roberts,Greg Soto
Jacob Volkmann,Antonio McKee
Jim Miller,Charles Oliveira
Thiago Alves,John Howard
Stefan Struve,Sean McCorkle
Joe Stevenson,Mac Danzig
Joe Doerksen,Dan Miller
Mark Bocek,Dustin Hazelett
Georges St-Pierre,Josh Koscheck
Jesse Bongfeldt,Rafael Natal
TJ Grant,Ricardo Almeida
Pat Audinwood,John Makdessi
Matthew Riddle,Sean Pierson
Johny Hendricks,Rick Story
Kendall Grove,Demian Maia
Sako Chivitchian,Kyle Watson
Stephan Bonnar,Igor Pokrajac
Cody McKenzie,Aaron Wilkinson
Nam Phan,Leonard Garcia
Jonathan Brookins,Michael Johnson
Ian Loveland,Tyler Toner
Will Campuzano,Nick Pace
Fredson Paixao,Pablo Garza
Rich Attonito,David Branch
Phil Davis,Tim Boetsch
Karo Parisyan,Dennis Hallman
Matt Brown,Brian Foster
Gerald Harris,Maiquel Falcao
Aaron Simpson,Mark Munoz
Matt Hughes,BJ Penn
Quinton Jackson,Lyoto Machida
George Sotiropoulos,Joe Lauzon
Mike Lullo,Edson Barboza
Paul Kelly,TJ O'Brien
Tyson Griffin,Nik Lentz
Kyle Noke,Rob Kimmons
Amir Sadollah,Peter Sobotta
Dennis Siver,Andre Winner
Pascal Krauss,Mark Scanlon
Duane Ludwig,Nick Osipczak
Nate Marquardt,Yushin Okami
Vladimir Matyushenko,Alexandre Ferreira
Krzysztof Soszynski,Goran Reljic
Kris McCray,Carlos Eduardo Rocha
Seth Petruzelli,Karlos Vemola
Mike Guymon,Daniel Roberts
Diego Sanchez,Paulo Thiago
Court McGee,Ryan Jensen
Brendan Schaub,Gabriel Gonzaga
Jake Shields,Martin Kampmann
Brock Lesnar,Cain Velasquez
Tito Ortiz,Matt Hamill
Patrick Cote,Tom Lawlor
Sam Stout,Paul Taylor
Jon Madsen,Gilbert Yvel
Chris Camozzi,Dongi Yang
Cyrille Diabate,Alexander Gustafsson
John Hathaway,Mike Pyle
Dan Hardy,Carlos Condit
Paul Sass,Mark Holst
James Wilks,Claude Patrick
Cheick Kongo,Travis Browne
Michael Bisping,Yoshihiro Akiyama
Rob Broughton,Vinicius Queiroz
James McSweeney,Fabio Maldonado
Spencer Fisher,Curt Warburton
Thiago Tavares,Pat Audinwood
CB Dollaway,Joe Doerksen
Sean Sherk,Evan Dunham
Matt Serra,Chris Lytle
Rogerio Nogueira,Ryan Bader
Melvin Guillard,Jeremy Stephens
Frank Mir,Mirko Filipovic
Matt Mitrione,Joey Beltran
Steve Lopez,Waylon Lowe
Mark Hunt,Sean McCorkle
TJ Grant,Julio Paulino
Nate Marquardt,Rousimar Palhares
Rich Attonito,Rafael Natal
Yves Edwards,John Gunderson
Tomasz Drwal,David Branch
Jared Hamman,Kyle Kingsbury
Cole Miller,Ross Pearson
Jim Miller,Gleison Tibau
Efrain Escudero,Charles Oliveira
Brian Foster,Forrest Petz
TJ Waldburger,David Mitchell
Joe Lauzon,Gabe Ruediger
Andre Winner,Nik Lentz
Demian Maia,Mario Miranda
Frankie Edgar,BJ Penn
Dan Miller,John Salter
Randy Couture,James Toney
Kenny Florian,Gray Maynard
Nate Diaz,Marcus Davis
Mike Pierce,Amilcar Alves
Nick Osipczak,Greg Soto
Jon Fitch,Thiago Alves
Roy Nelson,Junior Dos Santos
Rodney Wallace,Phil Davis
Clay Guida,Rafael Dos Anjos
Matt Hughes,Ricardo Almeida
Johny Hendricks,Charlie Brenneman
Anderson Silva,Chael Sonnen
Dustin Hazelett,Rick Story
Todd Brown,Tim Boetsch
Stefan Struve,Christian Morecraft
Ben Saunders,Dennis Hallman
DaMarques Johnson,Matthew Riddle
Jon Jones,Vladimir Matyushenko
Tyson Griffin,Takanori Gomi
Mark Munoz,Yushin Okami
James Irvin,Igor Pokrajac
Brian Stann,Mike Massenzio
Paul Kelly,Jacob Volkmann
John Howard,Jake Ellenberger
Darren Elkins,Charles Oliveira
Rob Kimmons,Steve Steinbeiss
Chris Leben,Yoshihiro Akiyama
Krzysztof Soszynski,Stephan Bonnar
George Sotiropoulos,Kurt Pellegrino
Chris Lytle,Matt Brown
Brock Lesnar,Shane Carwin
Seth Petruzelli,Ricardo Romero
Brendan Schaub,Chris Tuchscherer
Kendall Grove,Goran Reljic
Gerald Harris,David Branch
Forrest Petz,Daniel Roberts
Jon Madsen,Karlos Vemola
Court McGee,Kris McCray
Chris Leben,Aaron Simpson
Jamie Yager,Rich Attonito
John Gunderson,Mark Holst
Spencer Fisher,Dennis Siver
Keith Jardine,Matt Hamill
Brad Tavares,Seth Baczynski
Josh Bryant,Kyle Noke
James McSweeney,Travis Browne
Chris Camozzi,James Hammortree
Tyson Griffin,Evan Dunham
Paulo Thiago,Martin Kampmann
Mirko Filipovic,Pat Barry
David Loiseau,Mario Miranda
Ben Rothwell,Gilbert Yvel
Carlos Condit,Rory MacDonald
Mac Danzig,Matt Wiman
Chuck Liddell,Rich Franklin
James Wilks,Peter Sobotta
Ricardo Funch,Claude Patrick
Mike Pyle,Jesse Lennox
Melvin Guillard,Waylon Lowe
Michael Bisping,Dan Miller
Todd Duffee,Mike Russow
Efrain Escudero,Dan Lauzon
Jason Brilz,Rogerio Nogueira
Diego Sanchez,John Hathaway
Quinton Jackson,Rashad Evans
Amir Sadollah,Dong Hyun Kim
Luiz Cane,Cyrille Diabate
Aaron Riley,Joe Brammer
Jesse Forbes,Ryan Jensen
Marcus Davis,Jonathan Goulet
Tom Lawlor,Joe Doerksen
Josh Koscheck,Paul Daley
TJ Grant,Johny Hendricks
Patrick Cote,Alan Belcher
Sam Stout,Jeremy Stephens
Kevin Ferguson,Matt Mitrione
Joey Beltran,Tim Hague
Jason MacDonald,John Salter
Yoshiyuki Yoshida,Mike Guymon
Lyoto Machida,Mauricio Rua
BJ Penn,Frankie Edgar
Anderson Silva,Demian Maia
Kendall Grove,Mark Munoz
Nick Osipczak,Rick Story
Matt Hughes,Renzo Gracie
DaMarques Johnson,Brad Blackburn
Alexander Gustafsson,Phil Davis
Terry Etim,Rafael Dos Anjos
Paul Kelly,Matt Veach
Jon Madsen,Mostapha Al-Turk
Kenny Florian,Takanori Gomi
Ross Pearson,Dennis Siver
Rob Emerson,Nik Lentz
Caol Uno,Gleison Tibau
Andre Winner,Rafaello Oliveira
Roy Nelson,Stefan Struve
Jacob Volkmann,Ronys Torres
Nate Quarry,Jorge Rivera
Yushin Okami,Lucio Linhares
Gerald Harris,Mario Miranda
Charlie Brenneman,Jason High
Jim Miller,Mark Bocek
Rousimar Palhares,Tomasz Drwal
Ricardo Almeida,Matt Brown
Nate Diaz,Rory Markham
Kurt Pellegrino,Fabricio Camoes
Georges St-Pierre,Dan Hardy
Frank Mir,Shane Carwin
Ben Saunders,Jon Fitch
Rodney Wallace,Jared Hamman
Matthew Riddle,Greg Soto
Alessio Sakara,James Irvin
John Howard,Daniel Roberts
Clay Guida,Shannon Gugerty
Eliot Marshall,Vladimir Matyushenko
Junior Dos Santos,Gabriel Gonzaga
Duane Ludwig,Darren Elkins
Brandon Vera,Jon Jones
Cheick Kongo,Paul Buentello
Brendan Schaub,Chase Gormley
Eric Schafer,Jason Brilz
Mike Pierce,Julio Paulino
Chris Lytle,Brian Foster
Krzysztof Soszynski,Stephan Bonnar
CB Dollaway,Goran Reljic
Cain Velasquez,Antonio Rodrigo Nogueira
Mirko Filipovic,Anthony Perosh
George Sotiropoulos,Joe Stevenson
Ryan Bader,Keith Jardine
Wanderlei Silva,Michael Bisping
James Te Huna,Igor Pokrajac
Demian Maia,Dan Miller
Melvin Guillard,Ronys Torres
Matt Serra,Frank Trigg
Randy Couture,Mark Coleman
Mac Danzig,Justin Buchholz
Paulo Thiago,Mike Swick
Rob Emerson,Phillipe Nover
Chael Sonnen,Nate Marquardt
Phil Davis,Brian Stann
Chris Tuchscherer,Tim Hague
Joey Beltran,Rolles Gracie
Rick Story,Jesse Lennox
Amir Sadollah,Brad Blackburn
Aaron Simpson,Tom Lawlor
Evan Dunham,Efrain Escudero
Rory MacDonald,Mike Guymon
Gray Maynard,Nate Diaz
Thiago Tavares,Nik Lentz
Chris Leben,Jay Silva
Gerald Harris,John Salter
Rafael Dos Anjos,Kyle Bradley
Nick Catone,Jesse Forbes
Jim Miller,Duane Ludwig
Martin Kampmann,Jacob Volkmann
Cole Miller,Dan Lauzon
Paul Daley,Dustin Hazelett
Junior Dos Santos,Gilbert Yvel
Sam Stout,Joe Lauzon
Rashad Evans,Thiago Silva
Mark Munoz,Ryan Jensen
